cas_number,compound_name,related_cas,source_sheet
50-32-8,ベンゾ［ａ］ピレン,50-32-8,R8.4時点適用対象物質及び裾切値一覧
50-44-2,６－メルカプトプリン,50-44-2,R8.4時点適用対象物質及び裾切値一覧
50-78-2,アセチルサリチル酸（別名アスピリン）,50-78-2,R8.4時点適用対象物質及び裾切値一覧
501-53-1,クロロぎ酸ベンジル,501-53-1,R8.4時点適用対象物質及び裾切値一覧
504-24-5,４－アミノピリジン,504-24-5,R8.4時点適用対象物質及び裾切値一覧
504-29-0,２－アミノピリジン,504-29-0,R8.4時点適用対象物質及び裾切値一覧
504-60-9,ペンタ－１，３－ジエン,504-60-9,R8.4時点適用対象物質及び裾切値一覧
50471-44-8,（ＲＳ）－３－（３，５－ジクロロフェニル）－５－メチル－５－ビニル－１，３－オキサゾリジン－２，４－ジオン（別名ビンクロゾリン）,50471-44-8,R8.4時点適用対象物質及び裾切値一覧
505-32-8,３，７，１１，１５－テトラメチルヘキサデカ－１－エン－３－オール（別名イソフィトール）,505-32-8,R8.4時点適用対象物質及び裾切値一覧
505-60-2,ビス（２－クロロエチル）スルフィド（別名マスタードガス）,505-60-2,R8.4時点適用対象物質及び裾切値一覧
50512-35-1,１，３－ジチオラン－２－イリデンマロン酸ジイソプロピル（別名イソプロチオラン）,50512-35-1,R8.4時点適用対象物質及び裾切値一覧
506-64-9,シアン化銀（Ⅰ）,506-64-9,R8.4時点適用対象物質及び裾切値一覧
506-77-4,塩化シアン,506-77-4,R8.4時点適用対象物質及び裾切値一覧
506-93-4,グアニジンの塩酸塩、硝酸塩及び炭酸塩,"50-01-1,506-93-4,593-85-1",R8.4時点適用対象物質及び裾切値一覧
506-96-7,アセチル＝ブロミド,506-96-7,R8.4時点適用対象物質及び裾切値一覧
5064-31-3,ニトリロ三酢酸三ナトリウム,5064-31-3,R8.4時点適用対象物質及び裾切値一覧
507-20-0,２－クロロ－２－メチルプロパン,507-20-0,R8.4時点適用対象物質及び裾切値一覧
507-70-0,（１Ｒ，２Ｓ，４Ｒ）－ｒｅｌ－１，７，７－トリメチルビシクロ［２．２．１］ヘプタン－２－オール,507-70-0,R8.4時点適用対象物質及び裾切値一覧
50854-94-9,ウンデシルベンゼンスルホン酸並びにそのアンモニウム塩及びナトリウム塩,"50854-94-9,61931-75-7,27636-75-5",R8.4時点適用対象物質及び裾切値一覧
509-14-8,テトラニトロメタン,509-14-8,R8.4時点適用対象物質及び裾切値一覧
51-03-6,５－プロパン－１－イル－６－（２，５，８－トリオキサドデカン－１－イル）－１，３－ベンゾジオキソール（別名ピペロニルブトキシド）,51-03-6,R9.4追加等対象物質及び裾切値一覧
51-21-8,５－フルオロウラシル,51-21-8,R8.4時点適用対象物質及び裾切値一覧
51-28-5,２，４－ジニトロフェノール,51-28-5,R8.4時点適用対象物質及び裾切値一覧
51-48-9,（Ｓ）－２－アミノ－３－［４－（４－ヒドロキシ－３，５－ジヨードフェノキシ）－３，５－ジヨードフェニル］プロパン酸,51-48-9,R8.4時点適用対象物質及び裾切値一覧
51-52-5,２，３－ジヒドロ－６－プロピル－２－チオキソ－４（１Ｈ）－ピリミジノン（別名プロピルチオウラシル）,51-52-5,R8.4時点適用対象物質及び裾切値一覧
51-55-8,アトロピン,51-55-8,R8.4時点適用対象物質及び裾切値一覧
51-75-2,ビス（２－クロロエチル）メチルアミン（別名ＨＮ２）,51-75-2,R8.4時点適用対象物質及び裾切値一覧
51-79-6,ウレタン,51-79-6,R8.4時点適用対象物質及び裾切値一覧
510-15-6,４，４’－ジクロロベンジル酸エチル,510-15-6,R8.4時点適用対象物質及び裾切値一覧
5117-12-4,Ｎ－アクリルモルホリド,5117-12-4,R10.4追加等対象物質及び裾切値一覧
512-56-1,りん酸トリメチル,512-56-1,R8.4時点適用対象物質及び裾切値一覧
51218-45-2,２－クロロ－２’－エチル－Ｎ－（２－メトキシ－１－メチルエチル）－６’－メチルアセトアニリド（別名メトラクロール）,51218-45-2,R8.4時点適用対象物質及び裾切値一覧
51218-49-6,２－クロロ－２’，６’－ジエチル－Ｎ－（２－プロポキシエチル）アセトアニリド（別名プレチラクロール）,51218-49-6,R8.4時点適用対象物質及び裾切値一覧
51235-04-2,３－シクロヘキシル－６－（ジメチルアミノ）－１－メチル－１，３，５－トリアジン－２，４（１Ｈ，３Ｈ）－ジオン,51235-04-2,R9.4追加等対象物質及び裾切値一覧
5124-30-1,メチレンビス（４，１－シクロヘキシレン）＝ジイソシアネート,5124-30-1,R8.4時点適用対象物質及び裾切値一覧
51276-47-2,２－アミノ－４－［ヒドロキシ（メチル）ホスホリル］ブタン酸及びそのアンモニウム塩,"51276-47-2,77182-82-2",R8.4時点適用対象物質及び裾切値一覧
513-35-9,２－メチル－２－ブテン,513-35-9,R8.4時点適用対象物質及び裾切値一覧
513-37-1,１－クロロ－２－メチル－１－プロペン（別名１－クロロイソブチレン）,513-37-1,R8.4時点適用対象物質及び裾切値一覧
513-77-9,炭酸バリウム,513-77-9,R8.4時点適用対象物質及び裾切値一覧
513-86-0,３－ヒドロキシ－２－ブタノン,513-86-0,R8.4時点適用対象物質及び裾切値一覧
5131-66-8,１－ブトキシ－２－プロパノール,5131-66-8,R8.4時点適用対象物質及び裾切値一覧
51630-58-1,アルファ－シアノ－３－フェノキシベンジル＝２－（４－クロロフェニル）－３－メチルブチラート,51630-58-1,R8.4時点適用対象物質及び裾切値一覧
519-44-8,２，４－ジニトロレソルシノール,519-44-8,R8.4時点適用対象物質及び裾切値一覧
52-24-4,トリエチレンチオホスホルアミド（別名チオテパ）,52-24-4,R8.4時点適用対象物質及び裾切値一覧
52-51-7,２－ブロモ－２－ニトロプロパン－１，３－ジオール,52-51-7,R8.4時点適用対象物質及び裾切値一覧
52-68-6,ジメチル＝２，２，２－トリクロロ－１－ヒドロキシエチルホスホナート（別名ＤＥＰ）,52-68-6,R8.4時点適用対象物質及び裾切値一覧
52-86-8,４－［４－（４－クロロフェニル）－４－ヒドロキシピペリジン－１－イル］－１－（４－フルオロフェニル）ブタン－１－オン（別名ハロペリドール）,52-86-8,R8.4時点適用対象物質及び裾切値一覧
52-90-4,Ｌ－システイン,52-90-4,R8.4時点適用対象物質及び裾切値一覧
520-45-6,３－アセチル－６－メチル－２Ｈ－ピラン－２，４（３Ｈ）－ジオン,520-45-6,R8.4時点適用対象物質及び裾切値一覧
52033-74-6,フェニルヒドラジン―硫酸（２／１）,52033-74-6,R10.4追加等対象物質及び裾切値一覧
52125-53-8,１－エトキシプロパノール及び２－エトキシプロパノールの混合物,52125-53-8,R8.4時点適用対象物質及び裾切値一覧
5216-25-1,１－クロロ－４－（トリクロロメチル）ベンゼン,5216-25-1,R8.4時点適用対象物質及び裾切値一覧
52232-67-4,Ｌ－セリル－Ｌ－バリル－Ｌ－セリル－Ｌ－グルタミル－Ｌ－イソロイシル－Ｌ－グルタミニル－Ｌ－ロイシル－Ｌ－メチオニル－Ｌ－ヒスチジル－Ｌ－アスパラギニル－Ｌ－ロイシルグリシル－Ｌ－リシル－Ｌ－ヒスチジル－Ｌ－ロイシル－Ｌ－アスパラギニル－Ｌ－セリル－Ｌ－メチオニル－Ｌ－グルタミル－Ｌ－アルギニル－Ｌ－バリル－Ｌ－グルタミル－Ｌ－トリプトフィル－Ｌ－ロイシル－Ｌ－アルギニル－Ｌ－リシル－Ｌ－リシル－Ｌ－ロイシル－Ｌ－グルタミニル－Ｌ－アスパルチル－Ｌ－バリル－Ｌ－ヒスチジル－Ｌ－アスパラギニル－Ｌ－フェニルアラニン（別名テリパラチド）,52232-67-4,R8.4時点適用対象物質及び裾切値一覧
52315-07-8,アルファ－シアノ－３－フェノキシベンジル＝３－（２，２－ジクロロビニル）－２，２－ジメチルシクロプロパンカルボキシラート（別名シペルメトリン）,52315-07-8,R8.4時点適用対象物質及び裾切値一覧
52556-42-0,３－アリルオキシ－２－ヒドロキシ－１－プロパンスルホン酸ナトリウム,52556-42-0,R9.4追加等対象物質及び裾切値一覧
526-73-8,トリメチルベンゼン,"25551-13-7,108-67-8,95-63-6,526-73-8",R8.4時点適用対象物質及び裾切値一覧
526-75-0,２，３－キシレノール,526-75-0,R8.4時点適用対象物質及び裾切値一覧
52645-53-1,３－フェノキシベンジル＝３－（２，２－ジクロロビニル）－２，２－ジメチルシクロプロパンカルボキシラート（別名ペルメトリン）,52645-53-1,R8.4時点適用対象物質及び裾切値一覧
527-60-6,２，４，６－トリメチルフェノール,527-60-6,R8.4時点適用対象物質及び裾切値一覧
52829-07-9,ビス（２，２，６，６－テトラメチル－４－ピペリジル）＝セバケート,52829-07-9,R8.4時点適用対象物質及び裾切値一覧
52888-80-9,Ｎ，Ｎ－ジプロピルチオカルバミン酸＝Ｓ－ベンジル（別名プロスルホカルブ）,52888-80-9,R9.4追加等対象物質及び裾切値一覧
53-16-7,３－ヒドロキシ－１，３，５（１０）－エストラトリエン－１７－オン（別名エストロン）,53-16-7,R8.4時点適用対象物質及び裾切値一覧
53-19-0,１，１－ジクロロ－２－（２－クロロフェニル）－２－（４－クロロフェニル）エタン,53-19-0,R8.4時点適用対象物質及び裾切値一覧
53-70-3,ジベンゾ［ａ，ｈ］アントラセン（別名１，２：５，６－ジベンゾアントラセン）,53-70-3,R8.4時点適用対象物質及び裾切値一覧
530-64-3,キノリン及びその塩酸塩,"91-22-5,530-64-3",R8.4時点適用対象物質及び裾切値一覧
53003-10-4,サリノマイシン及びその一ナトリウム塩,"53003-10-4,55721-31-8",R8.4時点適用対象物質及び裾切値一覧
531-82-8,Ｎ－［４－（５－ニトロ－２－フリル）－１，３－チアゾール－２－イル］アセトアミド,531-82-8,R8.4時点適用対象物質及び裾切値一覧
532-03-6,カルバミン酸２－ヒドロキシ－３－（２－メトキシフェノキシ）プロピル,532-03-6,R8.4時点適用対象物質及び裾切値一覧
532-27-4,オメガ－クロロアセトフェノン,532-27-4,R8.4時点適用対象物質及び裾切値一覧
532-32-1,安息香酸ナトリウム,532-32-1,R9.4追加等対象物質及び裾切値一覧
53209-19-1,４－ニトロ－オルト－フェニレンジアミン一塩酸塩,53209-19-1,R8.4時点適用対象物質及び裾切値一覧
5329-14-6,スルファミン酸,5329-14-6,R8.4時点適用対象物質及び裾切値一覧
533-74-4,２－チオキソ－３，５－ジメチルテトラヒドロ－２Ｈ－１，３，５－チアジアジン（別名ダゾメット）,533-74-4,R8.4時点適用対象物質及び裾切値一覧
533-96-0,セスキ炭酸ナトリウム,533-96-0,R8.4時点適用対象物質及び裾切値一覧
5332-73-0,３－メトキシプロピルアミン,5332-73-0,R8.4時点適用対象物質及び裾切値一覧
534-22-5,２－メチルフラン,534-22-5,R8.4時点適用対象物質及び裾切値一覧
534-52-1,２－メチル－４，６－ジニトロフェノール,534-52-1,R8.4時点適用対象物質及び裾切値一覧
5349-28-0,ロダン酢酸エチル,5349-28-0,R8.4時点適用対象物質及び裾切値一覧
53558-25-1,１－（４－ニトロフェニル）－３－（３－ピリジルメチル）ウレア,53558-25-1,R8.4時点適用対象物質及び裾切値一覧
536-90-3,メタ－アニシジン,536-90-3,R9.4追加等対象物質及び裾切値一覧
538-75-0,ジシクロヘキシルカルボジイミド,538-75-0,R8.4時点適用対象物質及び裾切値一覧
538-93-2,イソブチルベンゼン,538-93-2,R8.4時点適用対象物質及び裾切値一覧
539-74-2,３－ブロモプロピオン酸エチル,539-74-2,R8.4時点適用対象物質及び裾切値一覧
5392-40-5,シトラール,5392-40-5,R8.4時点適用対象物質及び裾切値一覧
54-11-5,ニコチン,54-11-5,R8.4時点適用対象物質及び裾切値一覧
54-85-3,イソニコチン酸ヒドラジド（別名イソニアジド）,54-85-3,R8.4時点適用対象物質及び裾切値一覧
540-54-5,１－クロロプロパン,540-54-5,R8.4時点適用対象物質及び裾切値一覧
540-59-0,１，２－ジクロロエチレン,540-59-0,R8.4時点適用対象物質及び裾切値一覧
